27847,07:44:07,51.163494,13.466526,158.70
27850,07:44:10,51.163499,13.466530,158.30
27853,07:44:13,51.163501,13.466533,157.90
27856,07:44:16,51.163503,13.466533,157.80
27859,07:44:19,51.163503,13.466533,157.70
27862,07:44:22,51.163509,13.466543,158.70
27871,07:44:31,51.163306,13.466883,162.70
27874,07:44:34,51.163406,13.466762,166.20
27877,07:44:37,51.163445,13.466706,167.30
27880,07:44:40,51.163456,13.466685,167.70
27883,07:44:43,51.163454,13.466625,167.00
27886,07:44:46,51.163469,13.466606,169.90
27889,07:44:49,51.163474,13.466606,172.10
27892,07:44:52,51.163474,13.466606,173.90
27895,07:44:55,51.163416,13.466668,183.60
27898,07:44:58,51.163399,13.466672,183.10
27901,07:45:01,51.163355,13.466643,173.60
27904,07:45:04,51.163320,13.466749,180.40
27907,07:45:07,51.163331,13.466760,182.50
27910,07:45:10,51.163426,13.466616,171.10
27913,07:45:13,51.163482,13.466557,163.40
27916,07:45:16,51.163503,13.466548,158.70
27919,07:45:19,51.163513,13.466542,157.40
27922,07:45:22,51.163521,13.466539,157.20
27925,07:45:25,51.163529,13.466537,156.90
27928,07:45:28,51.163533,13.466536,156.90
27931,07:45:31,51.163534,13.466540,156.50
27934,07:45:34,51.163534,13.466540,156.40
27937,07:45:37,51.163532,13.466542,156.10
27940,07:45:40,51.163528,13.466543,155.70
27943,07:45:43,51.163525,13.466541,155.30
27946,07:45:46,51.163523,13.466540,154.80
27949,07:45:49,51.163519,13.466539,154.20
27952,07:45:52,51.163516,13.466537,154.30
27955,07:45:55,51.163514,13.466534,155.00
27958,07:45:58,51.163514,13.466532,155.70
27961,07:46:02,51.163514,13.466528,156.30
27964,07:46:05,51.163514,13.466529,156.40
27967,07:46:08,51.163514,13.466529,156.40
27980,07:46:20,51.163551,13.466444,157.90
27983,07:46:23,51.163533,13.466463,160.90
27986,07:46:26,51.163521,13.466543,167.60
27989,07:46:29,51.163523,13.466525,165.80
27992,07:46:31,51.163522,13.466523,164.10
27995,07:46:35,51.163520,13.466521,162.30
27998,07:46:38,51.163515,13.466517,161.60
28001,07:46:41,51.163510,13.466515,161.20
28004,07:46:44,51.163509,13.466511,161.00
28007,07:46:47,51.163506,13.466507,160.50
28010,07:46:50,51.163507,13.466506,160.30
28013,07:46:53,51.163508,13.466508,160.50
28016,07:46:56,51.163507,13.466512,160.70
28019,07:46:59,51.163507,13.466514,161.30
28022,07:47:02,51.163509,13.466514,161.60
28025,07:47:05,51.163509,13.466515,161.40
28028,07:47:08,51.163509,13.466516,161.20
28031,07:47:11,51.163508,13.466516,160.90
28034,07:47:14,51.163509,13.466515,160.60
28037,07:47:17,51.163507,13.466522,160.60
28040,07:47:20,51.163506,13.466525,160.70
28043,07:47:23,51.163505,13.466524,160.70
28046,07:47:26,51.163505,13.466523,160.70
28051,07:47:31,51.163702,13.466407,175.70
28055,07:47:35,51.163681,13.466454,178.80
28058,07:47:38,51.163662,13.466453,177.80
28073,07:47:53,51.163353,13.466602,149.30
28076,07:47:56,51.163428,13.466546,153.50
28079,07:47:59,51.163451,13.466523,155.80
28082,07:48:02,51.163461,13.466515,157.40
28085,07:48:05,51.163471,13.466509,158.40
28088,07:48:08,51.163478,13.466505,159.00
28091,07:48:11,51.163483,13.466506,159.10
28094,07:48:14,51.163495,13.466498,160.60
28097,07:48:17,51.163508,13.466489,162.20
28100,07:48:20,51.163515,13.466486,162.90
28103,07:48:23,51.163521,13.466484,163.30
28106,07:48:26,51.163525,13.466484,163.40
28109,07:48:29,51.163528,13.466483,163.60
28112,07:48:31,51.163530,13.466483,163.90
28115,07:48:35,51.163531,13.466484,164.20
28118,07:48:38,51.163531,13.466484,164.10
28121,07:48:41,51.163531,13.466484,164.20
